Product,ASIN,Aspect,amod_pct,amod_polar_word_pct,n_reviews,is_aspect
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,charger,0.136,0.25,123,1
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,kindle,0.01,0,109,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,micro,0,nan,103,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,foot,0.028,0.5,80,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,data,0.033,0,77,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,samsung,0,nan,77,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,computer,0.019,0.5,73,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,fire,0.026,0.8,72,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,car,0.024,0.5,71,0
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,galaxy,0.045,0,69,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,card,0.112,0.61,1700,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,camera,0.145,0.48,1077,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,memory,0.26,0.51,719,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,video,0.147,0.46,574,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,picture,0.152,0.65,459,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,class,0.044,0.57,390,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,speed,0.266,0.5,370,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,canon,0.047,0.25,356,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,sd,0.122,0.45,355,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,transcend,0.022,0.2,307,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,photo,0.157,0.48,305,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,storage,0.264,0.57,219,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,hd,0.18,0.75,202,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,quality,0.238,0.82,188,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,gb,0.051,0.7,186,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,capacity,0.286,0.76,172,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,space,0.299,0.51,170,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,computer,0.042,0.6,167,0
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,sdhc,0.018,1,167,1
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,flash,0.105,0.5,156,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,lens,0.135,0.55,920,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,filter,0.138,0.57,819,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,uv,0,nan,330,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,protection,0.183,0.64,264,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,camera,0.113,0.55,249,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,quality,0.271,0.83,245,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,tiffen,0.068,0.8,228,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,glass,0.184,0.58,189,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,canon,0.081,0.67,123,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,picture,0.128,0.65,121,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,job,0.159,0.93,121,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,photo,0.143,0.56,102,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,image,0.13,0.5,93,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,light,0.273,0.48,92,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,scratch,0.027,0.78,86,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,nikon,0.028,1,82,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,dust,0.019,0,79,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,element,0.314,0.06,55,0
Tiffen 46mm UV Protection Filter,B00004ZCJE,flare,0.188,0.5,55,1
Tiffen 46mm UV Protection Filter,B00004ZCJE,money,0.229,0.38,53,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,hdmi,0.048,0.57,611,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,tv,0.062,0.75,429,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,switch,0.029,0.48,399,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,input,0.105,0.41,352,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,cable,0.134,0.32,348,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,remote,0.103,0.32,338,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,power,0.073,0.14,335,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,port,0.099,0.34,251,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,box,0.077,0.63,236,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,player,0.023,0.58,234,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,switcher,0.085,0.73,216,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,unit,0.16,0.48,146,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,ray,0.053,0.08,140,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,xbox,0.003,0,138,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,receiver,0.132,0.52,134,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,signal,0.122,0.53,131,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,ps3,0,nan,129,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,dvd,0.022,0.5,129,0
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,ir,0.1,0,122,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,button,0.104,0.44,121,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,roku,0.061,0.59,807,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,tv,0.105,0.68,543,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,netflix,0.012,0.45,517,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,channel,0.286,0.57,450,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,cable,0.105,0.19,392,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,movie,0.163,0.69,326,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,video,0.129,0.28,312,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,box,0.177,0.7,278,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,player,0.118,0.5,268,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,xs,0.013,0.8,234,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,connection,0.228,0.27,232,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,remote,0.108,0.44,230,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,prime,0.003,1,222,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,internet,0.081,0.5,222,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,content,0.28,0.64,217,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,quality,0.179,0.65,209,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,hulu,0.051,0.45,193,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,service,0.196,0.52,185,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,hdmi,0.01,1,183,0
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,ethernet,0.157,0,169,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,drive,0.222,0.7,983,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,seagate,0.069,0.65,446,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,storage,0.245,0.4,214,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,computer,0.134,0.69,205,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,data,0.14,0.56,195,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,speed,0.242,0.38,168,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,tb,0.038,0.5,146,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,space,0.28,0.57,132,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,system,0.121,0.63,128,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,disk,0.233,0.66,125,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,raid,0.027,0,124,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,performance,0.3,0.67,118,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,wd,0.036,1,117,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,sata,0.078,0.7,111,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,hdd,0.119,0.69,106,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,ssd,0.038,0.5,100,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,windows,0.031,0.67,100,0
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,backup,0.13,0.36,98,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,warranty,0.053,0.55,96,1
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,file,0.214,0.64,92,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,cable,0.192,0.56,1079,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,hdmi,0.025,0.5,570,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,quality,0.34,0.85,418,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,tv,0.073,0.73,208,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,store,0.296,0.19,148,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,color,0.263,0.2,120,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,box,0.172,0.31,116,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,money,0.263,0.73,115,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,picture,0.196,0.8,115,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,player,0.038,0.58,100,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,end,0.164,0.79,92,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,video,0.096,0.64,89,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,signal,0.213,0.31,86,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,amazonbasics,0.08,1,84,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,length,0.268,0.69,83,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,ray,0.086,0.14,77,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,difference,0.085,0.5,77,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,job,0.173,0.79,71,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,monster,0.1,0.75,68,0
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,deal,0.341,0.92,63,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,cable,0.163,0.6,1098,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,hdmi,0.058,0.5,578,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,quality,0.285,0.79,460,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,tv,0.07,0.78,253,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,picture,0.202,0.83,192,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,store,0.309,0.17,145,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,bluerigger,0,nan,144,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,player,0.049,0.65,132,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,ray,0.062,0.13,105,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,money,0.143,0.67,104,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,box,0.147,0.33,103,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,video,0.113,0.64,100,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,3d,0.01,1,100,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,length,0.249,0.58,85,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,audio,0.1,0.57,85,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,blu,0,nan,83,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,end,0.138,0.71,78,0
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,sound,0.118,0.7,74,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,connection,0.305,0.47,72,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,difference,0.146,0.61,71,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,card,0.139,0.5,2519,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,phone,0.08,0.74,1239,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,memory,0.294,0.4,1046,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,sandisk,0.073,0.75,956,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,galaxy,0.037,0.75,916,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,sd,0.239,0.15,838,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,samsung,0.027,0.5,719,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,speed,0.259,0.4,684,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,storage,0.34,0.38,661,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,video,0.076,0.61,595,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,tablet,0.043,0.72,574,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,music,0.038,0.62,522,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,camera,0.112,0.31,517,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,adapter,0.104,0.16,452,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,space,0.332,0.48,421,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,class,0.057,0.59,421,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,note,0.021,0.71,392,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,gb,0.044,0.7,381,0
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,file,0.219,0.45,381,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,picture,0.081,0.6,361,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,cable,0.155,0.58,2765,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,hdmi,0.068,0.56,1437,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,quality,0.284,0.86,1333,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,mediabridge,0.042,0.75,742,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,tv,0.06,0.78,689,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,picture,0.196,0.86,523,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,player,0.064,0.62,347,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,ray,0.064,0.18,309,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,box,0.164,0.36,286,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,video,0.118,0.59,280,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,money,0.165,0.67,262,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,monster,0.09,0.5,258,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,3d,0.036,1,257,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,signal,0.21,0.38,245,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,blu,0,nan,238,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,length,0.243,0.43,236,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,store,0.282,0.12,229,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,difference,0.073,0.39,214,0
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,audio,0.071,0.56,208,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,foot,0.008,0.67,206,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,player,0.18,0.7,771,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,mp3,0.115,0.75,550,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,music,0.146,0.45,533,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,clip,0.088,0.64,410,1
