Product,ASIN,Aspect,Avg_Dist,PMI,n_reviews,is_aspect,part_of_trigram
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,cable tv,1.46,6.00E-05,71,0,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,white side,1.98,0.00202,70,1,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,mohu antenna,1.84,4.00E-05,70,0,
"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",B004QK7HI8,move antenna,1.99,8.00E-05,70,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,usb cable,1.2,0.00018,205,1,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,micro usb,1.38,0.00111,175,1,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,charge phone,2.09,0.00039,125,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,quality cable,1.76,0.00013,109,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,micro cable,2.31,0.00014,100,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,high quality,1.09,0.00164,99,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,cable charge,1.67,8.00E-05,98,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,cable come,2.08,0.00018,77,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,mediabridge cable,1.44,0.00014,70,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,kindle fire,1.01,0.00444,62,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,cable thick,2.14,0.00014,56,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,micro end,1.92,0.0008,52,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,data transfer,1.08,0.00568,50,1,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,high cable,2.33,0.00014,47,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,cheap cable,1.67,0.00015,43,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,cable seem,1.67,9.00E-05,43,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,micro b,1.84,0.00231,41,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,come phone,2.73,0.00034,39,0,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,heavy duty,1.11,0.01416,39,1,
Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),B004GF8TIK,cell phone,1,0.00158,37,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,memory card,1.03,0.00018,486,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,sd card,1.07,0.00024,315,1,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,class card,2.37,0.00011,181,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,transcend card,1.59,0.0001,163,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,digital camera,1.08,0.00046,131,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,sdhc card,1.63,0.00019,124,1,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,hd video,1.14,0.00073,121,1,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,flash card,1.68,0.00019,119,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,flash memory,1,0.0006,102,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,fast card,1.83,5.00E-05,96,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,canon camera,1.97,0.00016,85,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,video camera,1.54,8.00E-05,77,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,card camera,2.79,2.00E-05,72,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,picture video,2.14,0.00016,69,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,gb card,1.76,9.00E-05,65,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,class sdhc,1.81,0.00053,63,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,record video,1.93,0.00043,63,1,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,lot picture,2.05,0.00037,61,0,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,write speed,1.2,0.00066,56,1,
Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),B002WE6D44,32gb card,1.6,0.00012,56,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,protect lens,2.14,0.00035,318,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,uv filter,1.27,0.00041,252,1,
Tiffen 46mm UV Protection Filter,B00004ZCJE,tiffen filter,1.52,0.00026,112,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,filter lens,2.31,4.00E-05,101,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,camera lens,1.61,0.00016,87,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,protection filter,1.35,0.00018,85,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,uv protection,1.13,0.0006,80,1,
Tiffen 46mm UV Protection Filter,B00004ZCJE,lens protection,2.22,0.00015,80,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,filter protect,2.18,8.00E-05,71,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,expensive lens,1.23,0.00032,67,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,lens scratch,2.28,0.00017,53,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,canon lens,1.91,0.00021,50,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,quality filter,2,0.0001,46,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,tiffen uv,1.54,0.00035,44,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,front element,1.12,0.00802,42,1,
Tiffen 46mm UV Protection Filter,B00004ZCJE,lens uv,2.15,5.00E-05,39,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,protect glass,2.29,0.00032,39,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,lens cap,1.02,0.00049,38,1,
Tiffen 46mm UV Protection Filter,B00004ZCJE,nikon lens,1.71,0.00022,36,0,
Tiffen 46mm UV Protection Filter,B00004ZCJE,glass lens,1.93,9.00E-05,34,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,hdmi cable,1.1,0.00026,161,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,hdmi port,1.14,0.00034,158,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,hdmi input,1.1,0.00022,152,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,hdmi switch,1.4,8.00E-05,128,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,power supply,1,0.00107,109,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,blu ray,1.78,0.00399,108,,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,ray player,1.06,0.00165,106,,1
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,dvd player,1.08,0.0017,99,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,cable box,1.03,0.00056,93,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,switch input,2.21,9.00E-05,84,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,blu player,2.84,0.00167,84,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,remote control,1.09,0.00088,83,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,auto switch,1.43,0.0003,73,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,apple tv,1.02,0.0012,69,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,power adapter,1.03,0.00062,63,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,hdmi switcher,1.2,0.00017,61,0,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,external power,1.07,0.00117,61,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,auto switching,1.47,0.00242,47,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,power source,1.12,0.00039,46,1,
PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,B00B46XUQU,remote switch,2.32,4.00E-05,45,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,roku xs,1.85,0.00019,173,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,angry bird,1.01,0.00335,103,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,stream netflix,1.53,0.00015,100,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,apple tv,1.04,0.00046,97,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,hdmi cable,1.06,0.00052,95,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,netflix hulu,2.1,0.00042,94,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,credit card,1.01,0.00338,91,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,roku box,1.16,7.00E-05,79,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,free channel,1.63,0.00017,78,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,stream video,1.35,0.00018,74,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,blu ray,1.79,0.00708,73,,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,roku player,1.53,6.00E-05,66,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,ray player,1.15,0.00137,66,,1
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,channel roku,2.14,2.00E-05,64,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,play game,1.53,0.00041,64,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,hulu plus,1.04,0.00134,63,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,internet connection,1.07,0.00055,62,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,tv show,1.11,0.00019,62,0,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,picture quality,1.07,0.00117,59,1,
Roku 2 XS 1080p Streaming Player (Old Model),B005CLPP84,movie show,2.5,0.00035,58,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,hard drive,1.05,0.00023,349,1,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,seagate drive,1.57,9.00E-05,198,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,drive fail,1.49,0.0001,77,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,western digital,1,0.00759,67,1,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,seagate barracuda,1.16,0.00066,57,1,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,old drive,1.74,0.0001,53,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,wd drive,1.78,0.0001,52,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,tb drive,1.62,8.00E-05,51,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,replace drive,2.35,9.00E-05,47,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,2tb drive,1.5,0.0001,44,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,3tb drive,1.61,9.00E-05,42,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,data drive,1.86,5.00E-05,42,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,instal drive,2.02,6.00E-05,41,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,drive fast,2,4.00E-05,41,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,backup drive,1.69,7.00E-05,41,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,seagate hard,1.48,8.00E-05,41,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,internal drive,1.76,0.0002,41,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,external drive,1.67,0.00011,39,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,storage drive,1.61,5.00E-05,37,0,
Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),B005CT56F8,raid array,1.42,0.00312,35,1,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,hdmi cable,1.03,0.0003,477,1,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,quality cable,1.9,0.0001,115,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,high quality,1.12,0.00085,90,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,high cable,2.52,0.00015,72,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,expensive cable,1.53,0.00021,71,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,blu ray,1.79,0.01145,54,,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,ray player,1.04,0.00548,49,,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,high hdmi,2.34,0.00027,48,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,cheap cable,1.5,0.00012,46,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,monster cable,1.25,0.00028,45,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,big box,1,0.00501,44,,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,color coded,1,0.00746,44,1,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,picture quality,1.52,0.00068,43,1,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,quality hdmi,1.29,9.00E-05,42,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,cable box,1.2,0.00014,41,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,box store,1.13,0.00192,40,,1
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,big store,2.13,0.00301,37,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,audio video,2.01,0.00393,33,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,blu player,2.79,0.00515,33,0,
"AmazonBasics High-Speed HDMI Cable 2-Pack - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",B0052SCU8U,cable connect,2.03,9.00E-05,32,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,hdmi cable,1.06,0.00028,515,1,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,quality cable,2,9.00E-05,127,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,high cable,2.74,0.00019,92,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,picture quality,1.56,0.00071,89,1,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,blu ray,1.63,0.00749,83,,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,ray player,1.1,0.00424,77,,1
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,high quality,1.23,0.00068,75,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,bluerigger cable,1.6,0.00018,74,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,expensive cable,1.53,0.00022,65,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,bluerigger hdmi,1.95,0.00035,60,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,blu player,2.64,0.00401,57,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,picture sound,2.12,0.0021,53,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,high hdmi,2.07,0.0003,51,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,high speed,1.07,0.00421,49,1,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,cheap cable,1.7,0.00012,43,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,cable connect,1.98,9.00E-05,39,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,monster cable,1.25,0.00025,38,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,audio return,1,0.00473,38,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,speed hdmi,1.02,0.00067,36,0,
BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],B00316263Y,audio video,2.04,0.00242,34,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,sd card,1.07,0.00012,643,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,memory card,1.03,8.00E-05,555,1,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,samsung galaxy,1,0.00055,464,,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,micro sd,1.12,0.00054,326,1,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,micro card,1.97,0.0001,301,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,galaxy note,1.05,0.0005,252,,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,galaxy s3,1.02,0.00072,215,,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,sandisk card,1.94,3.00E-05,171,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,samsung note,1.77,0.00039,166,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,microsd card,1.05,0.00011,166,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,galaxy s4,1.03,0.00063,165,,1
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,class card,2.29,5.00E-05,145,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,card fast,2.09,3.00E-05,143,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,write speed,1.19,0.00032,121,1,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,transfer speed,1.11,0.00024,121,1,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,card phone,2.92,1.00E-05,119,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,samsung s3,1.91,0.00045,113,0,
